log_path,executed_notebook_path,batch_root,date_time,batch_id,execution_number,run_id,dataset_id,notebook_name,software,model_class,accuracy,precision,recall,f1_score,loss,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,n_params,trainable_params,macs_per_sample,model_size_MB,throughput_samples_per_sec,Throughput,thouput,gpu_peak_MB,elapsed_sec,n_test_samples,checkpoint_path,run_dir,macs_estimation_note,tracking_note
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec029_4BGRU_core.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec029_4BGRU_core_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:03:52,batch_20260702_234319,29,batch_20260702_234319_exec029_4BGRU_core,manual_stage0_dataset,4BGRU.ipynb,core.exe,BGRUDetector,0.9855350025775912,0.9828220768396752,0.9787721643578028,0.9807929398689106,0.0595877658075159,0.998397451951548,0.9976554745647704,222331,2329,2890,133252,0.0103667764622095,0.0212278356421971,53441,53441,,0.2094621658325195,29106.41944515646,29106.41944515646,29106.41944515646,,,360802,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec029_4BGRU_core\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec029_4BGRU_core,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec030_4BGRU_linear_alg-mid-100x100-sp.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec030_4BGRU_linear_alg-mid-100x100-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:04:10,batch_20260702_234319,30,batch_20260702_234319_exec030_4BGRU_linear_alg-mid-100x100-sp,manual_stage0_dataset,4BGRU.ipynb,linear_alg-mid-100x100-sp.exe,BGRUDetector,0.9056603773584906,0.7530864197530864,0.9242424242424242,0.8299319727891157,0.4235936056901613,0.9624638343231308,0.8912885291970076,179,20,5,61,0.100502512562814,0.0757575757575757,53441,53441,,0.2094621658325195,23921.54269972452,23921.54269972452,23921.54269972452,,,265,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec030_4BGRU_linear_alg-mid-100x100-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec030_4BGRU_linear_alg-mid-100x100-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec031_4BGRU_loops-all-mid-10k-sp.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec031_4BGRU_loops-all-mid-10k-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:06:05,batch_20260702_234319,31,batch_20260702_234319_exec031_4BGRU_loops-all-mid-10k-sp,manual_stage0_dataset,4BGRU.ipynb,loops-all-mid-10k-sp.exe,BGRUDetector,0.9579745091284878,0.954119850187266,0.9331501831501832,0.9435185185185184,0.2245668426882366,0.9870032645432976,0.9828067439127228,1762,49,73,1019,0.0270568746548868,0.0668498168498168,53441,53441,,0.2094621658325195,28985.10881736812,28985.10881736812,28985.10881736812,,,2903,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec031_4BGRU_loops-all-mid-10k-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec031_4BGRU_loops-all-mid-10k-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec032_4BGRU_nnet_test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec032_4BGRU_nnet_test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:06:30,batch_20260702_234319,32,batch_20260702_234319_exec032_4BGRU_nnet_test,manual_stage0_dataset,4BGRU.ipynb,nnet_test.exe,BGRUDetector,0.501358695652174,0.4,0.0407784986098239,0.0740117746005046,0.708668299343275,0.4938314270914823,0.4842050051376555,1063,66,1035,44,0.0584588131089459,0.959221501390176,53441,53441,,0.2094621658325195,28593.37741866762,28593.37741866762,28593.37741866762,,,2208,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec032_4BGRU_nnet_test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec032_4BGRU_nnet_test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec033_4BGRU_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec033_4BGRU_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:06:38,batch_20260702_234319,33,batch_20260702_234319_exec033_4BGRU_parser-125k,manual_stage0_dataset,4BGRU.ipynb,parser-125k.exe,BGRUDetector,0.5289421157684631,0.0,0.0,0.0,0.7314003395463178,0.5239047009913655,0.5063883728098517,265,0,236,0,0.0,1.0,53441,53441,,0.2094621658325195,29376.31135715484,29376.31135715484,29376.31135715484,,,501,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec033_4BGRU_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec033_4BGRU_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec034_4BGRU_radix2-big-64k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec034_4BGRU_radix2-big-64k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:10:22,batch_20260702_234319,34,batch_20260702_234319_exec034_4BGRU_radix2-big-64k,manual_stage0_dataset,4BGRU.ipynb,radix2-big-64k.exe,BGRUDetector,0.9672712396018,0.9493874919406834,0.9725891677675031,0.9608482871125612,0.1418428726695762,0.994801826391542,0.9926922927271168,4148,157,83,2945,0.0364692218350754,0.0274108322324967,53441,53441,,0.2094621658325195,31871.208020434493,31871.208020434493,31871.208020434493,,,7333,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec034_4BGRU_radix2-big-64k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec034_4BGRU_radix2-big-64k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec035_4BGRU_sha-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec035_4BGRU_sha-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:10:30,batch_20260702_234319,35,batch_20260702_234319_exec035_4BGRU_sha-test,manual_stage0_dataset,4BGRU.ipynb,sha-test.exe,BGRUDetector,0.5314685314685315,0.4025974025974026,0.5961538461538461,0.4806201550387597,0.8570284297416261,0.6058748943364328,0.4583172023767096,45,46,21,31,0.5054945054945055,0.4038461538461538,53441,53441,,0.2094621658325195,17663.08778749595,17663.08778749595,17663.08778749595,,,143,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec035_4BGRU_sha-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec035_4BGRU_sha-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec036_4BGRU_zip-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec036_4BGRU_zip-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:10:44,batch_20260702_234319,36,batch_20260702_234319_exec036_4BGRU_zip-test,manual_stage0_dataset,4BGRU.ipynb,zip-test.exe,BGRUDetector,0.9967845659163987,0.9966722129783694,1.0,0.9983333333333332,0.0058707532213126,1.0,1.0,21,2,0,599,0.0869565217391304,0.0,53441,53441,,0.2094621658325195,28838.30307853866,28838.30307853866,28838.30307853866,,,622,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec036_4BGRU_zip-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec036_4BGRU_zip-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec037_5GNN_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec037_5GNN_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T08:11:05,batch_20260702_234319,37,batch_20260702_234319_exec037_5GNN_cjpeg-rose7-preset,manual_stage0_dataset,5GNN.ipynb,cjpeg-rose7-preset.exe,GCNDetector,0.5008855827134254,0.5040983606557377,0.0871722182849043,0.1486404833836858,,0.4937347289507973,0.5004768652349538,1291,121,1288,123,0.0856940509915014,0.9128277817150956,8769,8769,,0.1172361373901367,49719.43657124763,49719.43657124763,49719.43657124763,19.8291015625,,2823,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec037_5GNN_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec037_5GNN_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec038_5GNN_core.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec038_5GNN_core_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:08:34,batch_20260702_234319,38,batch_20260702_234319_exec038_5GNN_core,manual_stage0_dataset,5GNN.ipynb,core.exe,GCNDetector,0.5686831004262726,0.4561310258466139,0.7437969179239323,0.5654820407433881,,0.6414908520409804,0.4886191758919129,103920,120740,34880,101262,0.5374343452327962,0.2562030820760676,8769,8769,,0.1172361373901367,52387.873367070926,52387.873367070926,52387.873367070926,19.8291015625,,360802,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec038_5GNN_core\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec038_5GNN_core,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec039_5GNN_linear_alg-mid-100x100-sp.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec039_5GNN_linear_alg-mid-100x100-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:08:43,batch_20260702_234319,39,batch_20260702_234319_exec039_5GNN_linear_alg-mid-100x100-sp,manual_stage0_dataset,5GNN.ipynb,linear_alg-mid-100x100-sp.exe,GCNDetector,0.5018867924528302,0.277027027027027,0.6212121212121212,0.3831775700934579,,0.6077356479366529,0.3894759127594889,92,107,25,41,0.5376884422110553,0.3787878787878788,8769,8769,,0.1172361373901367,49131.39425527281,49131.39425527281,49131.39425527281,19.8291015625,,265,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec039_5GNN_linear_alg-mid-100x100-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec039_5GNN_linear_alg-mid-100x100-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec040_5GNN_loops-all-mid-10k-sp.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec040_5GNN_loops-all-mid-10k-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:09:25,batch_20260702_234319,40,batch_20260702_234319_exec040_5GNN_loops-all-mid-10k-sp,manual_stage0_dataset,5GNN.ipynb,loops-all-mid-10k-sp.exe,GCNDetector,0.5218739235273855,0.4126328217237308,0.6401098901098901,0.501794687724336,,0.5579916586266669,0.4156111103416335,816,995,393,699,0.5494202098288239,0.3598901098901099,8769,8769,,0.1172361373901367,40384.002704538085,40384.002704538085,40384.002704538085,19.8291015625,,2903,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec040_5GNN_loops-all-mid-10k-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec040_5GNN_loops-all-mid-10k-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec041_5GNN_nnet_test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec041_5GNN_nnet_test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:09:41,batch_20260702_234319,41,batch_20260702_234319_exec041_5GNN_nnet_test,manual_stage0_dataset,5GNN.ipynb,nnet_test.exe,GCNDetector,0.511322463768116,0.5,0.0046339202965708,0.0091827364554637,,0.4970521863976995,0.4854051906755007,1124,5,1074,5,0.0044286979627989,0.995366079703429,8769,8769,,0.0740232467651367,50572.02751647009,50572.02751647009,50572.02751647009,18.88623046875,,2208,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec041_5GNN_nnet_test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec041_5GNN_nnet_test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec042_5GNN_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec042_5GNN_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:09:49,batch_20260702_234319,42,batch_20260702_234319_exec042_5GNN_parser-125k,manual_stage0_dataset,5GNN.ipynb,parser-125k.exe,GCNDetector,0.4910179640718562,0.4748010610079575,0.7584745762711864,0.5840130505709625,,0.5067716661336744,0.4834267670674773,67,198,57,179,0.7471698113207547,0.2415254237288135,8769,8769,,0.0740232467651367,35320.7417248259,35320.7417248259,35320.7417248259,18.88623046875,,501,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec042_5GNN_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec042_5GNN_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec043_5GNN_radix2-big-64k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec043_5GNN_radix2-big-64k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:15,batch_20260702_234319,43,batch_20260702_234319_exec043_5GNN_radix2-big-64k,manual_stage0_dataset,5GNN.ipynb,radix2-big-64k.exe,GCNDetector,0.4129278603572889,0.4129278603572889,1.0,0.5844995656789885,,0.4906790589419387,0.4021864263239893,0,4305,0,3028,1.0,0.0,8769,8769,,0.1172361373901367,50330.03135128845,50330.03135128845,50330.03135128845,19.8291015625,,7333,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec043_5GNN_radix2-big-64k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec043_5GNN_radix2-big-64k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec044_5GNN_sha-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec044_5GNN_sha-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:22,batch_20260702_234319,44,batch_20260702_234319_exec044_5GNN_sha-test,manual_stage0_dataset,5GNN.ipynb,sha-test.exe,GCNDetector,0.5104895104895105,0.4150943396226415,0.8461538461538461,0.5569620253164557,,0.6316568047337279,0.4693617140587733,29,62,8,44,0.6813186813186813,0.1538461538461538,8769,8769,,0.1172361373901367,43496.77416880221,43496.77416880221,43496.77416880221,19.8291015625,,143,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec044_5GNN_sha-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec044_5GNN_sha-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec045_5GNN_zip-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec045_5GNN_zip-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:43,batch_20260702_234319,45,batch_20260702_234319_exec045_5GNN_zip-test,manual_stage0_dataset,5GNN.ipynb,zip-test.exe,GCNDetector,0.9855305466237942,0.9966329966329966,0.988313856427379,0.9924559932942164,,0.9872250852870726,0.9994632111714572,21,2,7,592,0.0869565217391304,0.011686143572621,8769,8769,,0.0476560592651367,46354.25995476196,46354.25995476196,46354.25995476196,18.11962890625,,622,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec045_5GNN_zip-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec045_5GNN_zip-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:12:30,batch_20260702_234319,46,batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset,manual_stage0_dataset,6GCN_GRU.ipynb,cjpeg-rose7-preset.exe,GCNGRUDetector,0.9132128940843076,0.9065550906555092,0.9213323883770376,0.9138840070298768,,0.969502823826551,0.9620905282548988,1278,134,111,1300,0.0949008498583569,0.0786676116229624,62785,62785,,0.3240852355957031,35907.13135246275,35907.13135246275,35907.13135246275,65.75390625,,2823,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec046_6GCN_GRU_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec046_6GCN_GRU_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T13:21:48,batch_20260705_132003,1,batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset,manual_stage0_dataset,6GCN_GRU.ipynb,cjpeg-rose7-preset.exe,GCNGRUDetector,0.9132128940843076,0.9065550906555092,0.9213323883770376,0.9138840070298768,,0.969502823826551,0.9620905282548988,1278,134,111,1300,0.0949008498583569,0.0786676116229624,62785,62785,,0.3240852355957031,41760.49500941686,41760.49500941686,41760.49500941686,65.75390625,,2823,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec001_6GCN_GRU_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec001_6GCN_GRU_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec002_6GCN_GRU_core.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec002_6GCN_GRU_core_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:14:45,batch_20260705_132003,2,batch_20260705_132003_exec002_6GCN_GRU_core,manual_stage0_dataset,6GCN_GRU.ipynb,core.exe,GCNGRUDetector,0.9634092937400568,0.948371943747447,0.955017555199718,0.9516831480247988,,0.9937708815900682,0.991126833449731,217582,7078,6124,130018,0.031505385916496,0.044982444800282,62785,62785,,0.3240852355957031,41364.5652644458,41364.5652644458,41364.5652644458,65.75390625,,360802,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec002_6GCN_GRU_core\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec002_6GCN_GRU_core,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:14:55,batch_20260705_132003,3,batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp,manual_stage0_dataset,6GCN_GRU.ipynb,linear_alg-mid-100x100-sp.exe,GCNGRUDetector,0.7660377358490567,0.5666666666666667,0.2575757575757575,0.3541666666666667,,0.6285975331201462,0.4215335954949293,186,13,49,17,0.0653266331658291,0.7424242424242424,62785,62785,,0.3240852355957031,33122.46505945108,33122.46505945108,33122.46505945108,65.75390625,,265,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec003_6GCN_GRU_linear_alg-mid-100x100-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec003_6GCN_GRU_linear_alg-mid-100x100-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:16:54,batch_20260705_132003,4,batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp,manual_stage0_dataset,6GCN_GRU.ipynb,loops-all-mid-10k-sp.exe,GCNGRUDetector,0.9111264209438512,0.8933962264150943,0.8672161172161172,0.8801115241635687,,0.9581328389997632,0.9478888574823904,1698,113,145,947,0.0623964660408614,0.1327838827838827,62785,62785,,0.3240852355957031,39077.57548293093,39077.57548293093,39077.57548293093,65.75390625,,2903,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec004_6GCN_GRU_loops-all-mid-10k-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec004_6GCN_GRU_loops-all-mid-10k-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec005_6GCN_GRU_nnet_test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec005_6GCN_GRU_nnet_test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:17:09,batch_20260705_132003,5,batch_20260705_132003_exec005_6GCN_GRU_nnet_test,manual_stage0_dataset,6GCN_GRU.ipynb,nnet_test.exe,GCNGRUDetector,0.5203804347826086,0.7083333333333334,0.0315106580166821,0.0603371783496007,,0.5303277564848206,0.5259525771301564,1115,14,1045,34,0.012400354295837,0.968489341983318,62785,62785,,0.2808723449707031,26571.97234065751,26571.97234065751,26571.97234065751,55.05712890625,,2208,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec005_6GCN_GRU_nnet_test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec005_6GCN_GRU_nnet_test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec006_6GCN_GRU_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec006_6GCN_GRU_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:17:20,batch_20260705_132003,6,batch_20260705_132003_exec006_6GCN_GRU_parser-125k,manual_stage0_dataset,6GCN_GRU.ipynb,parser-125k.exe,GCNGRUDetector,0.5169660678642715,0.4896551724137931,0.6016949152542372,0.5399239543726235,,0.5533818356251999,0.5194666096649813,117,148,94,142,0.5584905660377358,0.3983050847457627,62785,62785,,0.2808723449707031,35659.5557969047,35659.5557969047,35659.5557969047,55.05712890625,,501,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec006_6GCN_GRU_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec006_6GCN_GRU_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
